Job Title,Updated Date,Location,Company,Min Salary,Max Salary
Systemadministrator Storage / Storage Area Network (SAN) (m/w/d),2025-02-28T08:08:05Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
IT-Projektleitung (m/w/d) Meldewesen COREP,2025-02-28T08:08:00Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
"Application Support Specialist (m/w/d), Asia-Pacific (APAC) Region, in Kuala Lumpur",2025-02-28T04:03:53Z,Nürnberg,Paessler GmbH,39000,57500
Softwareentwickler*in für den Standort Dresden,2025-02-28T03:15:41Z,Dresden,Sellmore GmbH,42000,60000
ERP-Systemadministrator (m/w/d) - Dresden,2025-02-28T02:53:27Z,Dresden,neocx GmbH,41000,58500
Datennetzwerk-Techniker:in für IT-Verkabelung,2025-02-28T01:56:38Z,Hamburg,universität hamburg,64500,84000
Senior IT Systems Engineer (f/m/d),2025-02-28T01:54:21Z,Berlin,Contentful GmbH,48000,70500
Junior Software Implementation Engineer (m/f/x),2025-02-28T01:12:16Z,Berlin,Makersite GmbH,44500,64000
"DevOps Engineer (m/w/d) Kubernetes, IaC und Linux",2025-02-28T01:11:38Z,Mannheim,Amadeus Fire AG,50000,80000
Become a friend (Senior) Full Stack Developer AI Plattform (m/w/d),2025-02-28T00:44:17Z,Würzburg,BOTfriends GmbH,48500,72000
Softwaretestingenieur (m/w/d),2025-02-27T23:24:49Z,Boppard,Ehrhardt + Partner Group (EPG),42500,60500
IT Consultant (m/w/d) für klinische Systeme,2025-02-27T22:36:01Z,Erlangen,CompuGroup Medical SE,49500,71500
Technischer Support (m/w/d) Projektarbeiten und Messebegleitung,2025-02-27T22:35:52Z,Berlin,CompuGroup Medical SE,31500,46500
IT Architecture (Senior) Specialist (f/m/d) Network,2025-02-27T21:32:05Z,Sankt Leon-Rot,SAP,56500,85500
Cyber Security Incident Response Manager (f/m/d) - SAP Global Security & Compliance (SGSC),2025-02-27T21:30:50Z,Walldorf,SAP,87500,144500
Senior Software Developer // Visier,2025-02-27T20:13:28Z,Berlin,Visier,51000,76000
Trainee Softwareentwicklung Embedded (m/w/d),2025-02-27T20:07:56Z,Stuttgart,Vector Informatik GmbH,44000,65500
Solution / System Architect Embedded Software (m/w/d),2025-02-27T20:07:50Z,Stuttgart,Vector Informatik GmbH,65500,99000
Cyber Security Architect Cloud (m/w/d),2025-02-27T20:07:47Z,Stuttgart,Vector Informatik GmbH,68000,79000
IT-Administrator IT-Infrastruktur (m/w/d),2025-02-27T17:25:17Z,Ettlingen,Schleupen SE,47500,63500
Anwendungsbetreuer/in HIS Kosten- und Leistungsrechnung / Controlling (m/w/x),2025-02-27T17:25:17Z,Reutlingen,Hochschule Reutlingen,42500,56000
Software Consultant / IT Consultant (m/w/d) 80.000 EUR,2025-02-27T17:05:54Z,Hamburg,Amadeus Fire AG,65000,80000
Softwareentwickler C#.NET (m/w/d),2025-02-27T17:05:53Z,Stuttgart,Amadeus Fire AG,70000,85000
DevOps Engineer (m/w/d) Agile Methoden,2025-02-27T17:05:50Z,Mannheim,Amadeus Fire AG,50000,70000
IT-Fachinformatiker (m/w/d) für Systemintegration,2025-02-27T17:05:47Z,Sindelfingen,Amadeus Fire AG,40000,48000
Softwareentwickler:in,2025-02-27T17:00:43Z,Darmstadt,eXXcellent solutions,46500,68500
Softwareentwickler:in,2025-02-27T17:00:43Z,Ulm,eXXcellent solutions,46500,69000
IT System-Administrator:in,2025-02-27T17:00:43Z,Ulm,eXXcellent solutions,48000,73000
Senior Java Entwickler/ Architekt (m/w/d) - Bankenbranche,2025-02-27T15:31:37Z,Frankfurt am Main,Peak One GmbH,85000,105000
IT-Systemadministrator (m/w/d),2025-02-27T14:22:49Z,Hamburg,Analytic Company GmbH,41000,56000
Senior Backend Entwickler TYPO3 (m/w/d),2025-02-27T14:04:11Z,Vogtei,DMK E-BUSINESS GmbH,46500,63000
PHP Symfony Entwickler (m/w/d),2025-02-27T14:04:04Z,Vogtei,DMK E-BUSINESS GmbH,33000,50000
New Business Manager (m/w/d),2025-02-27T10:43:01Z,Kamp-Lintfort,ITB-GmbH,47500,68000
Business Developer/ Sales Manager (m/w/d),2025-02-27T10:36:50Z,Braunschweig,TALENTLOTSEN GmbH,51500,78500
Softwareentwickler für das Banking-Team (m/w),2025-02-27T09:53:21Z,Neunkirchen,Buhl Data Service GmbH,44000,62500
Head of Web Development,2025-02-27T09:48:47Z,Bremen,HSD Händschke Software & Datentechnik GmbH,56000,83500
(Key) Account Manager - Software (m/w/d),2025-02-27T09:36:14Z,Kamp-Lintfort,ITB-GmbH,49500,70500
IT Projektmanager (m/w/d),2025-02-27T09:34:06Z,Kamp-Lintfort,ITB-GmbH,58500,77000
Hosting Engineer (m/w/d),2025-02-27T09:31:30Z,Kamp-Lintfort,ITB-GmbH,46500,65500
Web Entwickler,2025-02-27T09:27:03Z,Bremen,HSD Händschke Software & Datentechnik GmbH,40500,58500
IT Qualitätsmanager (m/w/d),2025-02-27T09:26:58Z,Kamp-Lintfort,ITB-GmbH,42500,63000
IT-Sicherheitsexperte (m/w/d),2025-02-27T09:21:00Z,Kamp-Lintfort,ITB-GmbH,45000,63500
Onsite IT-Techniker (m/w/d),2025-02-27T09:12:55Z,Leonberg,DIS AG,34500,49000
Software Developer for DevSecOps,2025-02-27T09:08:06Z,Weßling,OPEN MIND Technologies AG,57500,81500
Senior Java Fullstack Entwickler (m/w/d),2025-02-27T09:05:50Z,Kaiserslautern,Amadeus Fire AG,70000,80000
Die Spezial-Jobbörse für IT-Fachkräfte,2025-02-27T07:00:52Z,Aachen,Kisters AG,43500,60500
IT Specialist (m/w/d),2025-02-27T02:04:58Z,Deutschland,proALPHA Business Solutions GmbH,33500,47000
Scrum Master (m/w/d) 422001,2025-02-27T01:31:20Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),50000,70000
IT-Support Specialist (m/w/d) 623001,2025-02-27T01:31:16Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),38000,58500
Network Engineer / Netzwerkadministrator (w/m/d) 631012,2025-02-27T01:31:14Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),49500,72500
"IT System- und Netzwerkadministrator/in (w/m/d), 50\% TVL",2025-02-26T23:41:23Z,München,Technische Universität München,46000,54000
"IT System- und Netzwerkadministrator/in (w/m/d), 50\% TVL",2025-02-26T23:40:56Z,München,Technische Universität München,44000,53500
Software Test Engineer (m/w/d),2025-02-26T22:51:15Z,Oberessendorf,CompuGroup Medical SE,38500,59000
Fachinformatiker Systemintegration (m/w/d),2025-02-26T22:51:12Z,Köln,CompuGroup Medical SE,33500,46000
IT Consultant für Systemintegration (m/w/d),2025-02-26T22:50:56Z,Hamburg,CompuGroup Medical SE,50000,71500
Solution Advisor Senior Specialist (f/m/d) SAP Business Technology Platform,2025-02-26T21:41:23Z,Walldorf,SAP,62000,104500
Solution Advisor Expert (f/m/d) SAP Business Technology Platform,2025-02-26T21:41:07Z,Walldorf,SAP,62500,108500
Backend Engineer (Golang) (f/m/d),2025-02-26T17:06:58Z,Berlin,Gymondo GmbH,51000,71500
Senior Embedded Software Engineer C++ (Automotive Unit),2025-02-26T17:06:55Z,Unterschleißheim,Simi Reality Motion Systems GmbH,54000,80500
DevOps Entwickler:in (m/w/d),2025-02-26T17:06:45Z,Heusweiler,ibelsa GmbH,50000,62000
Engineering Manager (f/m/d) - Agile Tracking,2025-02-26T17:06:44Z,Berlin,SAP Leanix,84000,122500
PHP - Entwickler:in Wordpress,2025-02-26T17:06:37Z,Nürnberg,Muro.io,50000,80000
IT SCRUM Master (m/w/d),2025-02-26T17:06:04Z,Böblingen,Amadeus Fire AG,70000,90000
Lead Engineer (m/w/d) in Berlin,2025-02-26T16:48:00Z,Berlin,Expert Systems AG,48500,64000
Senior Developer (m/w/d) in Berlin,2025-02-26T16:47:39Z,Berlin,Expert Systems AG,47000,62000
Backendentwickler Vertriebsanalytik (m/w/d),2025-02-26T16:36:36Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Customer Insights Engineer / Entwickler Vertriebsanalytik (m/w/d),2025-02-26T16:36:31Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Business Analyst (m/w/d) SB-Server,2025-02-26T16:36:26Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Anwendungsentwickler Cobol to Java (m/w/d),2025-02-26T15:26:35Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Fullstack Software Engineer für den ESG-Score (m/w/d),2025-02-26T15:26:30Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Junior IT-Auditor (m/w/d),2025-02-26T15:26:19Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Sachbearbeiter im Customer Service ERP (m/w/d),2025-02-26T12:06:11Z,Schwarzach am Main,SSH Software und Systemberatung GmbH,39000,58000
Backend-Entwickler (m/w/d),2025-02-26T12:05:23Z,Heilbronn,Amadeus Fire AG,65000,75000
IT-Systemadministrator für Bremer Softwarehaus (m/w/d),2025-02-26T11:27:01Z,Bremen,HSD Händschke Software & Datentechnik GmbH,41000,60500
Java Software Developer (m/w/d),2025-02-26T11:25:35Z,Kiel,Recruitment Circle GmbH,60000,85000
Java Software Developer (m/w/d),2025-02-26T11:24:07Z,Stralsund,Recruitment Circle GmbH,60000,85000
Java Software Developer (m/w/d),2025-02-26T11:12:39Z,Rostock,Recruitment Circle GmbH,60000,85000
HPC & Quantum Computing System Engineer (m/f/d) - Deweit,2025-02-26T10:30:58Z,Berlin,Recruitment Circle GmbH,70000,100000
"Mitarbeiter*in (m/w/d) in der Anwendungsbetreuung (Entgeltgruppe 13 TV-L, 50%)",2025-02-26T10:07:39Z,Graben,Universität Osnabrück,47000,58500
"Senior Product Owner - mobile App's (m, w, d)",2025-02-26T09:46:46Z,Rheine,secova GmbH & Co. KG,55000,79500
Specialist IT-Sicherheit (m/w/d),2025-02-26T09:42:49Z,Wiesbaden,P&I Personal & Informatik AG,46000,66000
Beschäftigte*r in der Informations- und Kommunikationstechnik / IT-Organisation (d/m/w),2025-02-26T09:42:45Z,Berlin,Technische Universität Berlin,48500,61500
IT-Leitung (m/w/d),2025-02-26T09:42:44Z,Hildesheim,HAWK Hochschule für angewandte Wissenschaft und Kunst,54500,73500
IT Support Engineer (m/w/d),2025-02-26T09:42:42Z,München,Assyst GmbH,39000,58500
Support Engineer (m/w/d),2025-02-26T09:42:18Z,Paderborn,TEAM GmbH,39500,52000
IT-Projektmanager*in Intralogistiksoftware,2025-02-26T09:42:17Z,Paderborn,TEAM GmbH,45500,67000
"(Junior-)Software Developer/Softwareentwickler*in Java, Python, Oracle Technologien",2025-02-26T09:42:17Z,Paderborn,TEAM GmbH,40000,58500
QA Specialist (m/w/d) mit Schwerpunkt Testautomation und API-Testing,2025-02-26T09:42:09Z,bundesweit,SEG System-EDV und Organisationsgesellschaft mbH,49000,68000
Commercial Associate (m/w/d),2025-02-26T09:42:05Z,Hamburg,freiheit.com technologies gmbh,47500,73000
IT-Systemadministrator (m/w/d),2025-02-26T09:41:49Z,Zeulenroda,LACOS GmbH,43500,54500
Fullstack-Entwickler als CTO / Chief Technology Officer in Berlin (m/w/d),2025-02-26T09:41:04Z,Berlin,SalLab GmbH,48000,82500
Full Stack Webentwickler Kartenanwendungen (m/w/d),2025-02-26T09:40:26Z,Bonn,infoware GmbH,40000,64000
IT-Projektmanager (m/w/d),2025-02-26T09:40:21Z,München,Technische Universität München (TUM),43500,57000
IT-Organisator (m/w/d),2025-02-26T09:40:21Z,München,Technische Universität München (TUM),43500,57000
Softwareentwickler/Software Developer (m/w/d),2025-02-26T09:40:16Z,Wernigerode,Hottgenroth Software AG,37000,51500
Mitarbeiter für den Software-Support (m/w/d),2025-02-26T09:40:16Z,Flammersfeld,Hottgenroth Software AG,27500,40000
Scrum Master (m/w/d),2025-02-26T09:40:16Z,Köln,Hottgenroth Software AG,58000,65000
Mitarbeiter für den Software-Support (m/w/d),2025-02-26T09:40:16Z,Köln,Hottgenroth Software AG,27500,38500
Mitarbeiter für den Software-Support (m/w/d),2025-02-26T09:40:16Z,Weyerbusch,Hottgenroth Software AG,27500,40000
C# .NET Developer (m/w/d) - Individualsoftware,2025-02-26T09:40:16Z,Konstanz,SEITENBAU GmbH,43500,62500
IT-Allrounder:in (m/w/d) an der Hochschulambulanz für Psychotherapie und Psychodiagnostik,2025-02-26T09:40:05Z,Berlin,Humboldt-Universität zu Berlin,47500,56500
Softwaretester (m/w/d) Cloud Applikationen,2025-02-26T09:39:26Z,Monheim am Rhein,EPLAN GmbH & Co. KG,44000,61000
Product Owner / Technical Consultant (m/w/d) - Konstanz mit remote Anteil,2025-02-26T09:39:25Z,Konstanz,SEITENBAU GmbH,57500,64000
PHP Symfony Entwickler (m/w/d),2025-02-26T09:39:24Z,Potsdam,DMK E-BUSINESS GmbH,33500,50500
PHP Symfony Entwickler (m/w/d),2025-02-26T09:39:24Z,Chemnitz,DMK E-BUSINESS GmbH,33000,48500
Senior Backend Entwickler TYPO3 (m/w/d),2025-02-26T09:39:24Z,Potsdam,DMK E-BUSINESS GmbH,43500,59500
Senior Backend Entwickler TYPO3 (m/w/d),2025-02-26T09:39:24Z,Chemnitz,DMK E-BUSINESS GmbH,43000,55500
Full-Stack IT-Spezialist (m/w/d) für IAM,2025-02-26T09:38:53Z,München,Technische Universität München (TUM),37000,42500
Senior Softwaretester (m/w/d) für Branchensoftware für die Pflege,2025-02-26T09:38:40Z,Augsburg,euregon AG,46000,61500
People Lead Product Line (m/w/d),2025-02-26T09:38:36Z,Hamburg,intersoft GmbH,56500,83000
Elektrotechniker / Fachinformatiker (m/w/d Technischer Support / IT,2025-02-26T09:38:36Z,Monheim am Rhein,EPLAN GmbH & Co. KG,39000,48500
Full Stack Java- Entwickler ESG (Taxonomie/CSRD) Datenhaushalt (m/w/d),2025-02-26T09:32:09Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Business Analyst CSRD-Berichterstattung / Datenstrategie und -beschaffung (m/w/d),2025-02-26T09:31:59Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Software Test Engineer / Testspezialist (m/w/d),2025-02-26T09:29:52Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Systemadministrator (1st Level Support),2025-02-26T09:06:49Z,Regensburg,best data GmbH,42000,64000
"Microsoft 365 System Architect (m/f/d) Berlin, Germany or Remote",2025-02-26T03:09:55Z,Berlin,"EPAM Systems, Inc.",62000,89500
QA Engineer m/w/d,2025-02-26T02:35:28Z,Hamburg,novomind,46000,69500
Softwareentwickler*in CRM-System für den Standort Dresden,2025-02-26T02:31:34Z,Dresden,Sellmore GmbH,42500,62000
Senior Fullstack Developer PropTech Startup (w/m/d),2025-02-26T01:13:48Z,München,baind AG,53500,82500
Machine Learning Lead (Computer Vision),2025-02-26T01:13:46Z,Berlin,VION AI,48500,69500
Senior Firewallengineer (m/w/d) 631013,2025-02-26T00:55:31Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),57000,86000
IT-Systemadministrator,2025-02-25T23:35:48Z,Kulmbach,ic innovative software GmbH,42000,58000
Sovereign Cloud Senior DevOps Engineer (f/m/d),2025-02-25T21:32:26Z,Walldorf,SAP,58000,96500
Scientific Software Engineer,2025-02-25T21:30:08Z,München,Dassault Systèmes,60500,89500
DevOps Engineer (m/w/d),2025-02-25T20:04:19Z,Stuttgart,Halian GmbH,70000,90000
Microsoft Power App Entwickler (m/w/d),2025-02-25T20:03:08Z,München,Halian GmbH,70000,90000
SharePoint Entwickler (m/w/d),2025-02-25T20:02:35Z,München,Halian GmbH,55000,83000
Java-Entwickler (m/w/d),2025-02-25T20:01:45Z,München,Halian GmbH,70000,90000
C# Softwareentwickler (m/w/d) - Remote,2025-02-25T20:01:01Z,Stuttgart,Halian GmbH,65000,85000
Java Softwareentwickler (m/w/d),2025-02-25T19:58:17Z,München,Halian GmbH,60000,90000
Web-/ Frontend Developer React (m/w/d),2025-02-25T19:48:24Z,Regensburg,OneVision,47500,71000
Business Central Entwickler (m/w/d),2025-02-25T19:41:53Z,Stuttgart,Halian GmbH,70000,85000
DevOps Engineer Microsoft (m/w/d) in Dresden,2025-02-25T17:13:01Z,Dresden,DIS AG,43000,59000
Die Spezial-Jobbörse für IT-Fachkräfte,2025-02-25T17:08:28Z,Fernwald,A+W Software GmbH,44000,65500
Business Intelligence und Data Analyst (w/m/d),2025-02-25T17:06:39Z,Regensburg,best data GmbH,47000,67000
IT Systemadministrator (m/w/d) Service-Level-Agreements,2025-02-25T17:05:44Z,Hamburg,Amadeus Fire AG,50000,55000
Business Analyst (m/w/d) Kundenselbstbedienung-Server,2025-02-25T14:31:23Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Consultant IT Network (m/w/d),2025-02-25T14:31:13Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Test Automation Specialist (m/w/d),2025-02-25T14:30:57Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Spezialist / Administrator Contact-Center (m/w/d),2025-02-25T14:30:52Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Java Softwareentwickler (m/w/d),2025-02-25T14:30:42Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
DevOps Engineer Digitale Signatur (m/w/d),2025-02-25T14:30:37Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Entwickler Online-Banking Backend (Cobol/JAVA) (m/w/d),2025-02-25T14:30:27Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Business Continuity Manager (m/w/d),2025-02-25T14:30:17Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
IT-Auditor (m/w/d),2025-02-25T14:30:07Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Java Software Engineer Autorisierung (m/w/d),2025-02-25T14:29:46Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Backend Engineer (f/m/d) - Remote EMEA,2025-02-25T14:01:34Z,Berlin,Hygraph,54000,79500
Senior Java-Entwickler Online-Banking Backend (m/w/d),2025-02-25T13:50:26Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
DevOps Database Engineer (m/w/d),2025-02-25T13:47:59Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Business Service Architekt (m/w/d),2025-02-25T13:47:49Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Testautomatisierer (m/w/d),2025-02-25T13:47:09Z,Düsseldorf,WeMatch.,40000,65000
Produktberater IT-Berechtigungsmanagement Firmenkundenportal (m/w/d),2025-02-25T13:43:27Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Produktberater IT-Berechtigungsmanagement und Basisadministration (m/w/d),2025-02-25T13:43:07Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Fachberater Kommunikationsdienste (m/w/d),2025-02-25T13:42:57Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Projektmanager - Scrum Master Projekt & Service Pool (m/w/d),2025-02-25T13:42:21Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Software Tester (m/w/d),2025-02-25T13:41:15Z,Düsseldorf,WeMatch.,45000,60000
Mobile Entwickler (m/w/d) iOS,2025-02-25T13:36:49Z,München,FALKEN Group,0,80000
Senior Software Engineer (m/w/d),2025-02-25T13:27:25Z,Bochum,WeMatch.,70000,115000
Software-Entwickler (m/w/d),2025-02-25T13:25:29Z,Münster,WeMatch.,55000,75000
Mobile-App-Entwickler (m/w/d) iOS,2025-02-25T13:20:41Z,Essen,WeMatch.,55000,83000
Junior Software Developer,2025-02-25T12:06:12Z,Lörrach,smao GmbH,45000,55000
Software Developer,2025-02-25T12:06:05Z,Lörrach,smao GmbH,55000,65000
Full-Stack-Developer JakartaEE / JSF (m/w/d),2025-02-25T12:06:00Z,Oberhaching bei München,Avision GmbH,51500,76500
System Administrator Fault Management (m/w/d),2025-02-25T12:05:16Z,Frankfurt am Main,Amadeus Fire AG,60000,65000
Advanced Driver Assistance Systems (ADAS),2025-02-25T11:37:04Z,Stuttgart,GlobalLogic Inc.,41000,63000
Fullstack Entwickler (m/w/d) Schwerpunkt C# / WPF / .NET,2025-02-25T11:12:17Z,Aachen,SOPTIM AG,44000,65500
Cloud Architect Automotive IRC255807,2025-02-25T10:26:21Z,Stuttgart,GlobalLogic Inc.,59500,91000
Senior- Frontend-Entwickler   (m/w/d) - Typescript - React - München,2025-02-25T09:55:01Z,München,MEINSTACK - Philipp Redmann und Moritz Heinen GbR,65000,85000
Senior Frontend- Fullstack -Entwickler (m/w/d),2025-02-25T09:51:39Z,München,MEINSTACK OHG,70000,85000
Senior Fullstack Developer (m/w/d),2025-02-25T09:46:47Z,München,MEINSTACK OHG,70000,85000
PHP Developer (m/w/d),2025-02-25T09:45:46Z,München,MEINSTACK OHG,55000,85000
Senior Frontend- Fullstack - React - WebGL - Entwickler (m/w/d),2025-02-25T09:36:59Z,München,MEINSTACK OHG,75000,115000
Senior Softwareentwickler (m/w/d),2025-02-25T09:14:25Z,Pirmasens,DIS AG,47500,65000
Test Automation Engineer (w/m/d),2025-02-25T09:01:14Z,Leipzig,GEBIT Solutions GmbH,49000,64500
Software Architect -Hybrid (m/w/d),2025-02-25T08:59:17Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,67500,102000
Senior ETL Entwickler - Hybrid (m/w/d),2025-02-25T08:56:44Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,57500,84000
Lead Developer / Software Architect - Hybrid (m/w/d),2025-02-25T08:53:59Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,67000,102000
Delivery Director Automotive (m/w/d),2025-02-25T08:51:20Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,90000,160000
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d),2025-02-25T08:43:06Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,57500,84000
(Senior) Java Developer - Hybrid (m/w/d),2025-02-25T08:40:54Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,57500,84000
(Senior) Backend Developer - Hybrid (m/w/d),2025-02-25T08:39:42Z,"München, Stuttgart, Nürnberg, Düsseldorf, Eschborn, Hamburg",Randstad Digital,57500,84000
Senior Software Entwickler mit Netzwerk Affinität (m/w/d),2025-02-25T08:23:00Z,Berlin,FindYou Consulting GmbH,78000,95000
IT-Datenschutzkoordinator (m/w/d),2025-02-25T03:09:23Z,Nürnberg,Technische Universität Nürnberg,53500,70500
Senior Software Engineer (all genders),2025-02-25T01:19:36Z,Berlin,capmo gmbh,58500,87500
Senior Backend Engineer (f/m/d),2025-02-25T01:17:57Z,Berlin,Contentful GmbH,51000,78500
IT-Profis 100% Remote (m/w/d) Low-Code-Automation,2025-02-25T01:08:06Z,Worms,Powerprozesse,44500,68500
Network Engineer (m/f/d),2025-02-25T00:26:52Z,München,think project! International GmbH & Co. KG,55500,79000
(Senior) Lead Software Architect (m/f/d),2025-02-24T22:30:04Z,Koblenz,CompuGroup Medical SE,65000,99000
Product Architecture Professional,2025-02-24T22:29:59Z,Koblenz,CompuGroup Medical SE,57000,94000
Senior AI Architect (m/f/d),2025-02-24T22:29:56Z,Koblenz,CompuGroup Medical SE,51000,87500
Solution Advisor (Senior) Specialist - SAP Business Data Cloud (m/w/d),2025-02-24T21:32:48Z,Walldorf,SAP,63000,111000
Frontend Entwickler (m/w/d) Cloud-Lösungen,2025-02-24T17:37:27Z,Aachen,SOPTIM AG,47000,71500
IT-Support Manager (m/w/d),2025-02-24T17:14:38Z,Heidelberg,DIS AG,43500,65000
IT-Systemadministrator (m/w/d),2025-02-24T17:14:38Z,Viernheim,DIS AG,42500,59000
Senior Systemadministrator - Hyper V / Microsoft / Azure (m/w/d),2025-02-24T17:14:38Z,Mannheim,DIS AG,46000,69000
Cyber Security Analyst (m/w/d),2025-02-24T17:14:38Z,Mannheim,DIS AG,50500,76500
IT-Support-Spezialist (m/w/d),2025-02-24T17:14:38Z,Worms,DIS AG,37500,55500
IT-Support-Spezialist (m/w/d),2025-02-24T17:14:38Z,Nußloch,DIS AG,37500,58000
Datenbankadministrator (m/w/d),2025-02-24T17:14:38Z,Mannheim,DIS AG,34000,46000
IT-Support-Spezialist (m/w/d),2025-02-24T17:14:38Z,Heidelberg,DIS AG,38000,56000
IT-Servicetechniker (m/w/d),2025-02-24T17:14:38Z,Frankenthal,DIS AG,35500,51000
System Engineer (m/w/d),2025-02-24T17:14:37Z,Viernheim,DIS AG,46000,68000
IT-Systemadministrator (m/w/d),2025-02-24T17:14:37Z,Ludwigshafen am Rhein,DIS AG,41500,60500
IT-Support-Spezialist (m/w/d),2025-02-24T17:14:37Z,Speyer,DIS AG,37000,56000
IT-Systemadministrator für Backup-Management (m/w/d),2025-02-24T17:14:37Z,Heidelberg,DIS AG,42000,58500
IT First Level Support / Help Desk (m/w/d),2025-02-24T17:14:36Z,Mannheim,DIS AG,36000,50500
IT-Support Specialist (m/w/d),2025-02-24T17:14:36Z,Mannheim,DIS AG,35500,51000
IT First Level Support / Help Desk (m/w/d),2025-02-24T17:14:36Z,Mannheim,DIS AG,36000,50500
IT-Projektmanager (m/w/d),2025-02-24T17:14:36Z,Heidelberg,DIS AG,47500,68500
Berater IT-Projekte (m/w/d) 100% REMOTE,2025-02-24T17:07:11Z,Worms,Powerprozesse,46500,72500
Test Engineer / QA Engineer (m/w/d),2025-02-24T17:06:11Z,Bielefeld,Amadeus Fire AG,48000,53000
PHP Developer (m/f/d),2025-02-24T15:24:05Z,Bad Tölz,Recruitment Circle GmbH,65000,85000
Senior IT-Systemadministrator (m/w/d) - 80% Hybrid,2025-02-24T15:06:31Z,Düsseldorf,WeMatch.,60000,80000
Java Software Developer (m/w/d),2025-02-24T12:58:33Z,Köln,Recruitment Circle GmbH,45000,66000
Entwickler*in EDI/BI/Datenbanken (m/w/d),2025-02-24T12:23:27Z,Bad Hersfeld,BMF Media Information Technology GmbH,45500,58000
Entwickler*in EDI/BI/Datenbanken (m/w/d),2025-02-24T12:23:27Z,Bardowick,BMF Media Information Technology GmbH,43000,57000
Entwickler*in EDI/BI/Datenbanken (m/w/d),2025-02-24T12:23:27Z,Augsburg,BMF Media Information Technology GmbH,46000,59000
IT-Administrator / Windows-Administrator (m/w/d),2025-02-24T12:15:03Z,Saarlouis,DIS AG,42000,62000
IT-Anwendungsadministrator (m/w/d),2025-02-24T12:15:03Z,Mannheim,DIS AG,41500,61000
DevOps Engineer (m/w/d),2025-02-24T12:15:02Z,Worms,DIS AG,44000,65000
Senior Fullstack Engineer (f/m/d) - Node.js/Angular,2025-02-24T12:08:26Z,München,SAP Leanix,67000,110500
Digitaler Architekt (m/w/d) für Webentwicklung in Radebeul,2025-02-24T09:18:50Z,Radebeul,DIS AG,40000,56000
Abteilungsleitung Projekt-Software-Entwicklung-2 (m/w/d),2025-02-24T07:52:04Z,Münster,Finanz Informatik GmbH & Co. KG,75000,105000
Fachinformatiker Systemintegration für Unix Anwendungen (m/w/d),2025-02-24T07:51:54Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Cobol-Java-Entwickler (m/w/d) Online-Banking,2025-02-24T07:51:49Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Java-Entwickler (m/w/d) für Projekt-Software-Entwicklung,2025-02-24T07:51:14Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
